128 907640 3339 4678 42891 41452
129 906121 4858 4678 42891 41452
130 904994 1127 4858 45254 43767
131 902769 3352 4858 45254 43767
132 901165 4956 4858 45254 43767
133 899924 1241 4956 47717 46162
134 897657 3508 4956 47717 46162
135 896050 5115 4956 47717 46162
136 894838 1212 5115 50298 48537
137 892508 3542 5115 50298 48537
138 890873 5177 5115 50298 48537
139 889689 1184 5177 52908 51042
140 887343 3530 5177 52908 51042
141 885715 5158 5177 52908 51042
142 884464 1251 5158 55556 53571
143 882117 3598 5158 55556 53571
144 880468 5247 5158 55556 53571
145 879194 1274 5247 58238 56047
146 876813 3655 5247 58238 56047
147 875105 5363 5247 58238 56047
148 873744 1361 5363 61003 58529
149 871296 3809 5363 61003 58529
150 869581 5524 5363 61003 58529
151 868324 1257 5524 63743 61152
152 865849 3732 5524 63743 61152
153 864077 5504 5524 63743 61152
154 862782 1295 5504 66524 63895
155 860178 3899 5504 66524 63895
156 858352 5725 5504 66524 63895
157 856951 1401 5725 69346 66577
158 854308 4044 5725 69346 66577
159 852515 5837 5725 69346 66577
160 851163 1352 5837 72318 69330
161 848520 3995 5837 72318 69330
162 846637 5878 5837 72318 69330
163 845151 1486 5878 75247 72238
164 842490 4147 5878 75247 72238
165 840602 6035 5878 75247 72238
166 839276 1326 6035 78243 75120
167 836588 4014 6035 78243 75120
168 834656 5946 6035 78243 75120
169 833199 1457 5946 81318 78080
170 830519 4137 5946 81318 78080
171 828616 6040 5946 81318 78080
172 827159 1457 6040 84275 81069
173 824331 4285 6040 84275 81069
174 822365 6251 6040 84275 81069
175 820924 1441 6251 87389 83995
176 818116 4249 6251 87389 83995
177 816159 6206 6251 87389 83995
178 814658 1501 6206 90561 87074
179 811830 4329 6206 90561 87074
180 809753 6406 6206 90561 87074
181 808219 1534 6406 93756 90085
182 805336 4417 6406 93756 90085
183 803263 6490 6406 93756 90085
184 801676 1587 6490 97012 93235
185 798677 4586 6490 97012 93235
186 796569 6694 6490 97012 93235
187 794921 1648 6694 100338 96399
188 791818 4751 6694 100338 96399
189 789744 6825 6694 100338 96399
190 788157 1587 6825 103773 99658
191 785095 4649 6825 103773 99658
192 782871 6873 6825 103773 99658
193 781282 1589 6873 107229 103027
194 778198 4673 6873 107229 103027
195 775954 6917 6873 107229 103027
196 774316 1638 6917 110720 106409
197 771180 4774 6917 110720 106409
198 768968 6986 6917 110720 106409
199 767319 1649 6986 114255 109791
200 764222 4746 6986 114255 109791
201 761985 6983 6986 114255 109791
202 760322 1663 6983 117836 113196
203 757138 4847 6983 117836 113196
204 754887 7098 6983 117836 113196
205 753098 1789 7098 121438 116577
206 749872 5015 7098 121438 116577
207 747653 7234 7098 121438 116577
208 745961 1692 7234 125105 120008
209 742681 4972 7234 125105 120008
210 740462 7191 7234 125105 120008
211 738709 1753 7191 128741 123606
212 735421 5041 7191 128741 123606
213 733112 7350 7191 128741 123606
214 731435 1677 7350 132440 127098
215 728145 4967 7350 132440 127098
216 725761 7351 7350 132440 127098
217 724026 1735 7351 136223 130665
218 720702 5059 7351 136223 130665
219 718358 7403 7351 136223 130665
220 716604 1754 7403 140030 134209
221 713364 4994 7403 140030 134209
222 711055 7303 7403 140030 134209
223 709218 1837 7303 143760 137882
224 705871 5184 7303 143760 137882
225 703514 7541 7303 143760 137882
226 701669 1845 7541 147424 141521
227 698304 5210 7541 147424 141521
228 695880 7634 7541 147424 141521
229 694085 1795 7634 151267 145219
230 690576 5304 7634 151267 145219
231 688144 7736 7634 151267 145219
232 686376 1768 7736 155175 148945
233 683018 5126 7736 155175 148945
234 680543 7601 7736 155175 148945
235 678704 1839 7601 159114 152742
236 675267 5276 7601 159114 152742
237 672811 7732 7601 159114 152742
238 671016 1795 7732 162915 156542
239 667574 5237 7732 162915 156542
240 665128 7683 7732 162915 156542
241 663244 1884 7683 166826 160363
242 659794 5334 7683 166826 160363
243 657352 7776 7683 166826 160363
244 655505 1847 7776 170716 164156
245 652037 5315 7776 170716 164156
246 649602 7750 7776 170716 164156
247 647689 1913 7750 174729 167919
248 644215 5387 7750 174729 167919
249 641863 7739 7750 174729 167919
250 640022 1841 7739 178590 171808
251 636540 5323 7739 178590 171808
252 634021 7842 7739 178590 171808
253 632251 1770 7842 182568 175569
254 628639 5382 7842 182568 175569
255 626180 7841 7842 182568 175569
256 624334 1846 7841 186569 179410
257 620807 5373 7841 186569 179410
258 618352 7828 7841 186569 179410
259 616476 1876 7828 190493 183327
260 613030 5322 7828 190493 183327
261 610549 7803 7828 190493 183327
262 608714 1835 7803 194557 187091
263 605180 5369 7803 194557 187091
264 602803 7746 7803 194557 187091
265 600944 1859 7746 198516 190935
266 597510 5293 7746 198516 190935
267 595101 7702 7746 198516 190935
268 593218 1883 7702 202453 194744
269 589732 5369 7702 202453 194744
270 587312 7789 7702 202453 194744
271 585557 1755 7789 206395 198504
272 582215 5097 7789 206395 198504
273 579719 7593 7789 206395 198504
274 577896 1823 7593 210363 202325
275 574496 5223 7593 210363 202325
276 572007 7712 7593 210363 202325
277 570195 1812 7712 214205 206076
278 566799 5208 7712 214205 206076
279 564427 7580 7712 214205 206076
280 562625 1802 7580 218111 209882
281 559117 5310 7580 218111 209882
282 556754 7673 7580 218111 209882
283 554973 1781 7673 221995 213578
284 551709 5045 7673 221995 213578
285 549329 7425 7673 221995 213578
286 547504 1825 7425 225939 217307
287 544260 5069 7425 225939 217307
288 541908 7421 7425 225939 217307
289 540141 1767 7421 229797 220874
290 536869 5039 7421 229797 220874
291 534599 7309 7421 229797 220874
292 532876 1723 7309 233548 224544
293 529549 5050 7309 233548 224544
294 527209 7390 7309 233548 224544
295 525502 1707 7390 237224 228177
296 522287 4922 7390 237224 228177
297 519919 7290 7390 237224 228177
298 518107 1812 7290 241024 231767
299 514896 5023 7290 241024 231767
300 512590 7329 7290 241024 231767
301 510846 1744 7329 244792 235289
302 507561 5029 7329 244792 235289
303 505286 7304 7329 244792 235289
304 503528 1758 7304 248570 238840
305 500267 5019 7304 248570 238840
306 498040 7246 7304 248570 238840
307 496391 1649 7246 252316 242398
308 493129 4911 7246 252316 242398
309 490859 7181 7246 252316 242398
310 489192 1667 7181 256033 245927
311 486027 4832 7181 256033 245927
312 483823 7036 7181 256033 245927
313 482143 1680 7036 259647 249494
314 478958 4865 7036 259647 249494
315 476730 7093 7036 259647 249494
316 475032 1698 7093 263222 252955
317 471832 4898 7093 263222 252955
318 469634 7096 7093 263222 252955
319 467921 1713 7096 266846 256424
320 464790 4844 7096 266846 256424
321 462575 7059 7096 266846 256424
322 460945 1630 7059 270555 259811
323 457899 4676 7059 270555 259811
324 455627 6948 7059 270555 259811
325 453950 1677 6948 274220 263205
326 450922 4705 6948 274220 263205
327 448702 6925 6948 274220 263205
328 447078 1624 6925 277731 266642
329 444087 4615 6925 277731 266642
330 441929 6773 6925 277731 266642
331 440311 1618 6773 281213 270085
332 437402 4527 6773 281213 270085
333 435225 6704 6773 281213 270085
334 433618 1607 6704 284700 273371
335 430643 4582 6704 284700 273371
336 428544 6681 6704 284700 273371
337 426963 1581 6681 288155 276620
338 424045 4499 6681 288155 276620
339 422021 6523 6681 288155 276620
340 420423 1598 6523 291562 279894
341 417586 4435 6523 291562 279894
342 415478 6543 6523 291562 279894
343 413925 1553 6543 294942 283037
344 411088 4390 6543 294942 283037
345 409083 6395 6543 294942 283037
346 407541 1542 6395 298341 286181
347 404791 4292 6395 298341 286181
348 402789 6294 6395 298341 286181
349 401267 1522 6294 301631 289286
350 398518 4271 6294 301631 289286
351 396488 6301 6294 301631 289286
352 395056 1432 6301 304884 292327
353 392266 4222 6301 304884 292327
354 390243 6245 6301 304884 292327
355 388757 1486 6245 308176 295336
356 386083 4160 6245 308176 295336
357 384119 6124 6245 308176 295336
358 382608 1511 6124 311358 298399
359 379905 4214 6124 311358 298399
360 377995 6124 6124 311358 298399
361 376573 1422 6124 314431 301450
362 373891 4104 6124 314431 301450
363 371849 6146 6124 314431 301450
364 370419 1430 6146 317584 304421
365 367846 4003 6146 317584 304421
366 365950 5899 6146 317584 304421
367 364510 1440 5899 320636 307515
368 361767 4183 5899 320636 307515
369 359880 6070 5899 320636 307515
370 358458 1422 6070 323680 310370
371 355800 4080 6070 323680 310370
372 353887 5993 6070 323680 310370
373 352489 1398 5993 326741 313379
374 349819 4068 5993 326741 313379
375 347971 5916 5993 326741 313379
376 346598 1373 5916 329799 316314
377 343981 3990 5916 329799 316314
378 342129 5842 5916 329799 316314
379 340762 1367 5842 332827 319202
380 338194 3935 5842 332827 319202
381 336316 5813 5842 332827 319202
382 334991 1325 5813 335800 322071
383 332451 3865 5813 335800 322071
384 330681 5635 5813 335800 322071
385 329274 1407 5635 338756 324928
386 326802 3879 5635 338756 324928
387 325038 5643 5635 338756 324928
388 323732 1306 5643 341641 327678
389 321300 3738 5643 341641 327678
390 319551 5487 5643 341641 327678
391 318261 1290 5487 344523 330439
392 315902 3649 5487 344523 330439
393 314131 5420 5487 344523 330439
394 312845 1286 5420 347305 333144
395 310474 3657 5420 347305 333144
396 308785 5346 5420 347305 333144
397 307505 1280 5346 350092 335777
398 305121 3664 5346 350092 335777
399 303448 5337 5346 350092 335777
400 302172 1276 5337 352799 338416
401 299805 3643 5337 352799 338416
402 298141 5307 5337 352799 338416
403 296943 1198 5307 355485 341067
404 294575 3566 5307 355485 341067
405 292965 5176 5307 355485 341067
406 291769 1196 5176 358150 343709
407 289452 3513 5176 358150 343709
408 287857 5108 5176 358150 343709
409 286654 1203 5108 360768 346267
410 284403 3454 5108 360768 346267
411 282730 5127 5108 360768 346267
412 281546 1184 5127 363436 348707
413 279353 3377 5127 363436 348707
414 277771 4959 5127 363436 348707
415 276572 1199 4959 366056 351214
416 274384 3387 4959 366056 351214
417 272853 4918 4959 366056 351214
418 271749 1104 4918 368611 353618
419 269600 3253 4918 368611 353618
420 268100 4753 4918 368611 353618
421 267011 1089 4753 371116 356031
422 264899 3201 4753 371116 356031
423 263429 4671 4753 371116 356031
424 262336 1093 4671 373557 358343
425 260178 3251 4671 373557 358343
426 258757 4672 4671 373557 358343
427 257682 1075 4672 375939 360632
428 255637 3120 4672 375939 360632
429 254210 4547 4672 375939 360632
430 253095 1115 4547 378301 362942
431 250980 3230 4547 378301 362942
432 249556 4654 4547 378301 362942
433 248491 1065 4654 380611 365179
434 246359 3197 4654 380611 365179
435 244823 4733 4654 380611 365179
436 243787 1036 4733 383027 367417
437 241698 3125 4733 383027 367417
438 240181 4642 4733 383027 367417
439 239125 1056 4642 385413 369764
440 237077 3104 4642 385413 369764
441 235634 4547 4642 385413 369764
442 234595 1039 4547 387790 372029
443 232697 2937 4547 387790 372029
444 231278 4356 4547 387790 372029
445 230184 1094 4356 390147 374219
446 228241 3037 4356 390147 374219
447 226889 4389 4356 390147 374219
448 225880 1009 4389 392337 376385
449 223961 2928 4389 392337 376385
450 222602 4287 4389 392337 376385
451 221565 1037 4287 394574 378537
452 219651 2951 4287 394574 378537
453 218294 4308 4287 394574 378537
454 217325 969 4308 396776 380622
455 215505 2789 4308 396776 380622
456 214184 4110 4308 396776 380622
457 213216 968 4110 398998 382708
458 211398 2786 4110 398998 382708
459 210160 4024 4110 398998 382708
460 209189 971 4024 401062 384754
461 207373 2787 4024 401062 384754
462 206075 4085 4024 401062 384754
463 205145 930 4085 403160 386680
464 203349 2726 4085 403160 386680
465 202073 4002 4085 403160 386680
466 201102 971 4002 405245 388680
467 199403 2670 4002 405245 388680
468 198132 3941 4002 405245 388680
469 197210 922 3941 407321 390606
470 195507 2625 3941 407321 390606
471 194297 3835 3941 407321 390606
472 193383 914 3835 409322 392546
473 191704 2593 3835 409322 392546
474 190489 3808 3835 409322 392546
475 189595 894 3808 411255 394448
476 187832 2657 3808 411255 394448
477 186635 3854 3808 411255 394448
478 185756 879 3854 413185 396326
479 184004 2631 3854 413185 396326
480 182821 3814 3854 413185 396326
481 181948 873 3814 415142 398223
482 180293 2528 3814 415142 398223
483 179056 3765 3814 415142 398223
484 178146 910 3765 417076 400103
485 176498 2558 3765 417076 400103
486 175281 3775 3765 417076 400103
487 174439 842 3775 418986 401958
488 172820 2461 3775 418986 401958
489 171633 3648 3775 418986 401958
490 170768 865 3648 420923 403796
491 169129 2504 3648 420923 403796
492 168038 3595 3648 420923 403796
493 167186 852 3595 422779 405588
494 165579 2459 3595 422779 405588
495 164481 3557 3595 422779 405588
496 163652 829 3557 424632 407330
497 162044 2437 3557 424632 407330
498 160881 3600 3557 424632 407330
499 160087 794 3600 426439 409080
500 158491 2390 3600 426439 409080
501 157339 3542 3600 426439 409080
502 156550 789 3542 428300 410819
503 154993 2346 3542 428300 410819
504 153920 3419 3542 428300 410819
505 153120 800 3419 430113 412548
506 151639 2281 3419 430113 412548
507 150571 3349 3419 430113 412548
508 149815 756 3349 431872 414208
509 148431 2140 3349 431872 414208
510 147398 3173 3349 431872 414208
511 146679 719 3173 433549 415880
512 145278 2120 3173 433549 415880
513 144250 3148 3173 433549 415880
514 143549 701 3148 435147 417455
515 142136 2114 3148 435147 417455
516 141089 3161 3148 435147 417455
517 140368 721 3161 436797 418953
518 139006 2083 3161 436797 418953
519 138046 3043 3161 436797 418953
520 137321 725 3043 438414 420497
521 136014 2032 3043 438414 420497
522 135007 3039 3043 438414 420497
523 134352 655 3039 439983 421971
524 133011 1996 3039 439983 421971
525 132106 2901 3039 439983 421971
526 131419 687 2901 441533 423460
527 130158 1948 2901 441533 423460
528 129281 2825 2901 441533 423460
529 128600 681 2825 443056 424838
530 127370 1911 2825 443056 424838
531 126445 2836 2825 443056 424838
532 125798 647 2836 444488 426231
533 124524 1921 2836 444488 426231
534 123647 2798 2836 444488 426231
535 122996 651 2798 445918 427637
536 121782 1865 2798 445918 427637
537 120905 2742 2798 445918 427637
538 120255 650 2742 447345 429008
539 119035 1870 2742 447345 429008
540 118232 2673 2742 447345 429008
541 117626 606 2673 448742 430353
542 116487 1745 2673 448742 430353
543 115669 2563 2673 448742 430353
544 115024 645 2563 450129 431639
545 113888 1781 2563 450129 431639
546 113114 2555 2563 450129 431639
547 112527 587 2555 451422 432909
548 111473 1641 2555 451422 432909
549 110601 2513 2555 451422 432909
550 110023 578 2513 452767 434119
551 108883 1718 2513 452767 434119
552 108133 2468 2513 452767 434119
553 107603 530 2468 454047 435352
554 106615 1518 2468 454047 435352
555 105841 2292 2468 454047 435352
556 105302 539 2292 455270 436597
557 104314 1527 2292 455270 436597
558 103602 2239 2292 455270 436597
559 103038 564 2239 456458 437701
560 102013 1589 2239 456458 437701
561 101315 2287 2239 456458 437701
562 100786 529 2287 457592 438806
563 99751 1564 2287 457592 438806
564 99042 2273 2287 457592 438806
565 98519 523 2273 458766 439919
566 97511 1531 2273 458766 439919
567 96803 2239 2273 458766 439919
568 96262 541 2239 459944 441014
569 95284 1519 2239 459944 441014
570 94605 2198 2239 459944 441014
571 94078 527 2198 461108 442089
572 93143 1462 2198 461108 442089
573 92506 2099 2198 461108 442089
574 92023 483 2099 462225 443170
575 91126 1380 2099 462225 443170
576 90431 2075 2099 462225 443170
577 89918 513 2075 463268 444226
578 89022 1409 2075 463268 444226
579 88350 2081 2075 463268 444226
580 87837 513 2081 464310 445259
581 86893 1457 2081 464310 445259
582 86239 2111 2081 464310 445259
583 85756 483 2111 465380 446270
584 84839 1400 2111 465380 446270
585 84205 2034 2111 465380 446270
586 83723 482 2034 466423 447338
587 82791 1414 2034 466423 447338
588 82166 2039 2034 466423 447338
589 81698 468 2039 467446 448349
590 80813 1353 2039 467446 448349
591 80189 1977 2039 467446 448349
592 79701 488 1977 468523 449311
593 78862 1327 1977 468523 449311
594 78219 1970 1977 468523 449311
595 77768 451 1970 469541 450270
596 76934 1285 1970 469541 450270
597 76349 1870 1970 469541 450270
598 75892 457 1870 470538 451243
599 75047 1302 1870 470538 451243
600 74476 1873 1870 470538 451243
601 74042 434 1873 471508 452143
602 73288 1188 1873 471508 452143
603 72709 1767 1873 471508 452143
604 72306 403 1767 472414 453110
605 71548 1161 1767 472414 453110
606 70974 1735 1767 472414 453110
607 70592 382 1735 473290 454001
608 69797 1177 1735 473290 454001
609 69235 1739 1735 473290 454001
610 68838 397 1739 474165 454861
611 68095 1140 1739 474165 454861
612 67570 1665 1739 474165 454861
613 67175 395 1665 475052 455713
614 66435 1135 1665 475052 455713
615 65954 1616 1665 475052 455713
616 65566 388 1616 475885 456545
617 64864 1090 1616 475885 456545
618 64359 1595 1616 475885 456545
619 63986 373 1595 476689 457357
620 63293 1066 1595 476689 457357
621 62819 1540 1595 476689 457357
622 62476 343 1540 477492 458149
623 61794 1025 1540 477492 458149
624 61324 1495 1540 477492 458149
625 60978 346 1495 478233 458948
626 60324 1000 1495 478233 458948
627 59843 1481 1495 478233 458948
628 59507 336 1481 478984 459692
629 58855 988 1481 478984 459692
630 58390 1453 1481 478984 459692
631 58021 369 1453 479737 460420
632 57371 1019 1453 479737 460420
633 56891 1499 1453 479737 460420
634 56546 345 1499 480464 461146
635 55874 1017 1499 480464 461146
636 55417 1474 1499 480464 461146
637 55090 327 1474 481227 461882
638 54449 968 1474 481227 461882
639 53966 1451 1474 481227 461882
640 53605 361 1451 481980 462603
641 52966 1000 1451 481980 462603
642 52533 1433 1451 481980 462603
643 52198 335 1433 482747 463287
644 51544 989 1433 482747 463287
645 51114 1419 1433 482747 463287
646 50823 291 1419 483431 464036
647 50178 936 1419 483431 464036
648 49693 1421 1419 483431 464036
649 49378 315 1421 484126 464760
650 48781 912 1421 484126 464760
651 48320 1373 1421 484126 464760
652 47981 339 1373 484829 465478
653 47372 948 1373 484829 465478
654 46973 1347 1373 484829 465478
655 46666 307 1347 485534 466146
656 46064 909 1347 485534 466146
657 45683 1290 1347 485534 466146
658 45355 328 1290 486216 466811
659 44776 907 1290 486216 466811
660 44393 1290 1290 486216 466811
661 44109 284 1290 486878 467439
662 43532 861 1290 486878 467439
663 43160 1233 1290 486878 467439
664 42851 309 1233 487505 468102
665 42276 884 1233 487505 468102
666 41913 1247 1233 487505 468102
667 41624 289 1247 488111 468729
668 41052 861 1247 488111 468729
669 40684 1229 1247 488111 468729
670 40382 302 1229 488751 469336
671 39871 813 1229 488751 469336
672 39495 1189 1229 488751 469336
673 39217 278 1189 489363 469953
674 38680 815 1189 489363 469953
675 38325 1170 1189 489363 469953
676 38057 268 1170 489962 470543
677 37554 771 1170 489962 470543
678 37163 1162 1170 489962 470543
679 36883 280 1162 490555 471120
680 36384 779 1162 490555 471120
681 36065 1098 1162 490555 471120
682 35824 241 1098 491144 471693
683 35348 717 1098 491144 471693
684 35016 1049 1098 491144 471693
685 34780 236 1049 491704 472231
686 34283 733 1049 491704 472231
687 33950 1066 1049 491704 472231
688 33729 221 1066 492243 472741
689 33280 670 1066 492243 472741
690 32983 967 1066 492243 472741
691 32745 238 967 492772 473278
692 32347 636 967 492772 473278
693 32013 970 967 492772 473278
694 31795 218 970 493253 473764
695 31366 647 970 493253 473764
696 31065 948 970 493253 473764
697 30867 198 948 493723 474264
698 30457 608 948 493723 474264
699 30172 893 948 493723 474264
700 29954 218 893 494211 474724
701 29551 621 893 494211 474724
702 29275 897 893 494211 474724
703 29085 190 897 494645 475183
704 28668 607 897 494645 475183
705 28391 884 897 494645 475183
706 28178 213 884 495107 475618
707 27778 613 884 495107 475618
708 27519 872 884 495107 475618
709 27314 205 872 495551 476058
710 26926 593 872 495551 476058
711 26699 820 872 495551 476058
712 26488 211 820 495976 476505
713 26126 573 820 495976 476505
714 25906 793 820 495976 476505
715 25717 189 793 496386 476915
716 25341 565 793 496386 476915
717 25088 818 793 496386 476915
718 24880 208 818 496790 477304
719 24531 557 818 496790 477304
720 24290 798 818 496790 477304
721 24108 182 798 497212 477700
722 23756 534 798 497212 477700
723 23541 749 798 497212 477700
724 23349 192 749 497598 478112
725 22985 556 749 497598 478112
726 22747 794 749 497598 478112
727 22585 162 794 497945 478514
728 22235 512 794 497945 478514
729 22005 742 794 497945 478514
730 21817 188 742 498350 478903
731 21475 530 742 498350 478903
732 21283 722 742 498350 478903
733 21110 173 722 498744 479251
734 20779 504 722 498744 479251
735 20551 732 722 498744 479251
736 20375 176 732 499108 479609
737 20075 476 732 499108 479609
738 19860 691 732 499108 479609
739 19700 160 691 499482 479967
740 19390 470 691 499482 479967
741 19161 699 691 499482 479967
742 18984 177 699 499814 480326
743 18667 494 699 499814 480326
744 18457 704 699 499814 480326
745 18315 142 704 500167 480672
746 18001 456 704 500167 480672
747 17770 687 704 500167 480672
748 17637 133 687 500515 481028
749 17346 424 687 500515 481028
750 17132 638 687 500515 481028
751 16999 133 638 500873 481357
752 16739 393 638 500873 481357
753 16548 584 638 500873 481357
754 16425 123 584 501182 481686
755 16152 396 584 501182 481686
756 15969 579 584 501182 481686
757 15831 138 579 501480 481972
758 15580 389 579 501480 481972
759 15413 556 579 501480 481972
760 15276 137 556 501768 482263
761 15018 395 556 501768 482263
762 14843 570 556 501768 482263
763 14701 142 570 502046 482541
764 14446 397 570 502046 482541
765 14286 557 570 502046 482541
766 14165 121 557 502341 482816
767 13926 360 557 502341 482816
768 13759 527 557 502341 482816
769 13649 110 527 502664 483050
770 13427 332 527 502664 483050
771 13287 472 527 502664 483050
772 13180 107 472 502940 483301
773 12979 308 472 502940 483301
774 12830 457 472 502940 483301
775 12744 86 457 503182 483531
776 12541 289 457 503182 483531
777 12406 424 457 503182 483531
778 12306 100 424 503426 483744
779 12135 271 424 503426 483744
780 11978 428 424 503426 483744
781 11876 102 428 503638 483956
782 11692 286 428 503638 483956
783 11566 412 428 503638 483956
784 11467 99 412 503863 484159
785 11287 279 412 503863 484159
786 11162 404 412 503863 484159
787 11053 109 404 504072 484362
788 10873 289 404 504072 484362
789 10735 427 404 504072 484362
790 10641 94 427 504277 484561
791 10470 265 427 504277 484561
792 10351 384 427 504277 484561
793 10268 83 384 504499 484766
794 10081 270 384 504499 484766
795 9958 393 384 504499 484766
796 9874 84 393 504681 484968
797 9696 262 393 504681 484968
798 9571 387 393 504681 484968
799 9478 93 387 504898 485144
800 9321 250 387 504898 485144
801 9213 358 387 504898 485144
802 9128 85 358 505086 485343
803 8953 260 358 505086 485343
804 8840 373 358 505086 485343
805 8773 67 373 505274 485513
806 8619 221 373 505274 485513
807 8504 336 373 505274 485513
808 8403 101 336 505467 485693
809 8280 224 336 505467 485693
810 8168 336 336 505467 485693
811 8090 78 336 505655 485841
812 7945 223 336 505655 485841
813 7832 336 336 505655 485841
814 7750 82 336 505829 486003
815 7620 212 336 505829 486003
816 7530 302 336 505829 486003
817 7464 66 302 506009 486159
818 7345 185 302 506009 486159
819 7260 270 302 506009 486159
820 7202 58 270 506149 486321
821 7053 207 270 506149 486321
822 6979 281 270 506149 486321
823 6903 76 281 506270 486470
824 6791 188 281 506270 486470
825 6716 263 281 506270 486470
826 6645 71 263 506415 486606
827 6535 181 263 506415 486606
828 6461 255 263 506415 486606
829 6390 71 255 506540 486744
830 6290 171 255 506540 486744
831 6213 248 255 506540 486744
832 6157 56 248 506671 486868
833 6056 157 248 506671 486868
834 5991 222 248 506671 486868
835 5943 48 222 506806 486981
836 5857 134 222 506806 486981
837 5793 198 222 506806 486981
838 5749 44 198 506933 487076
839 5664 129 198 506933 487076
840 5596 197 198 506933 487076
841 5558 38 197 507037 487170
842 5463 133 197 507037 487170
843 5406 190 197 507037 487170
844 5345 61 190 507140 487264
845 5268 138 190 507140 487264
846 5210 196 190 507140 487264
847 5180 30 196 507240 487354
848 5084 126 196 507240 487354
849 5033 177 196 507240 487354
850 4978 55 177 507320 487470
851 4893 140 177 507320 487470
852 4845 188 177 507320 487470
853 4802 43 188 507399 487568
854 4730 115 188 507399 487568
855 4665 180 188 507399 487568
856 4616 49 180 507500 487655
857 4551 114 180 507500 487655
